daily_active_users,monthly_revenue,growth_rate,churn_rate,marketing_spend,sector,valuation
28236,6726.684954571593,0.1875152615260255,0.10428150401808113,7582.548142298663,Fintech,3264298.578934661
20555,4968.453117142088,0.07145063582737698,0.20935877803786285,5827.004300897573,Fintech,3032519.2165830918
30450,6404.473278271456,0.16269782962203763,0.13024977616885652,10837.783274298934,E-commerce,3228930.3883888326
47170,9727.782375638133,0.16811646241050765,0.1321380674347941,9067.17384674147,E-commerce,3296243.8837257987
19592,4366.839843899689,0.18571967169843892,0.09192260042906082,6081.000521063561,SaaS,3222154.178897918
19593,3606.252532512888,0.14283287204951786,0.16996882360623794,7305.697925750782,E-commerce,3105196.307184351
48513,11080.01123420311,0.143524229975229,0.13951716225734417,8214.706744747833,Fintech,3280660.1475960175
32328,7589.325559464494,0.11285460363664002,0.15798482403544417,9745.025497713266,SaaS,3163405.834864709
17418,3619.8250442275794,0.14233208962543473,0.1312604229250583,2517.046056809213,Healthcare,3137615.976035249
28890,5553.325633469957,0.13110397872631932,0.15929005032693944,6685.885190060104,Fintech,3151021.287756438
17470,3179.841990959762,0.13490094717435416,0.1760573866265777,8766.599667327044,E-commerce,3093834.8387809256
17450,3919.3954997734927,0.17560187943783068,0.15719903313211292,6867.231720183151,SaaS,3161043.548487407
24859,4942.703496687605,0.14442809690781291,0.15077232698906773,5128.317407807456,Fintech,3151498.808014722
8462,1797.9403580354215,0.19670343110664326,0.10994691552431698,4225.48142302982,E-commerce,3164654.2917478546
9297,1924.8963099395044,0.15294378137288214,0.1456448169943561,6196.0455483562,Fintech,3102184.1521695065
16628,3196.598907091008,0.2,0.05739410166391186,2329.6979738836853,E-commerce,3237364.6896077697
13274,2861.685999360317,0.18039775596688376,0.12715593955495166,6593.960378765976,Gaming,3158114.766881648
25774,5468.509441858385,0.1349331544404535,0.16463202318777242,8426.963104505623,E-commerce,3153004.236610418
13988,3128.9803864092246,0.1484741252707401,0.11999308344005606,5822.5408363312545,SaaS,3140262.240376312
10870,2148.2592923377147,0.11954429291380968,0.21425641605378962,6658.51114867477,SaaS,3026511.680441315
45835,8938.958755755659,0.13264302702828643,0.17935795233992907,12856.980855290318,Healthcare,3239006.0146786743
19675,4663.056733549601,0.11101072695179226,0.15566682911154453,6525.14175372619,Fintech,3110429.198343129
22782,5220.574060733956,0.17889502098671956,0.13157668479045476,4326.041626219023,Gaming,3209114.817576557
10803,2528.490240833677,0.13446804297030554,0.22605728048488555,4080.4996384688884,SaaS,3037447.4971587406
16777,3164.6503220269874,0.1525570517528786,0.14757379423694236,7054.279756875417,Healthcare,3135354.0065563354
23282,4555.886368315773,0.07030333499953421,0.24350865415380024,6564.94805528548,Gaming,3003661.908134506
12388,2728.917909591148,0.13599598441753755,0.15264120485533902,5436.150269610483,Gaming,3099231.9040465634
26578,6378.828817803171,0.12599856263439094,0.16501944571088692,10054.568402086377,Fintech,3164766.3243156616
16312,3954.812184155486,0.16974015471307363,0.16154091686531558,5339.625429937333,SaaS,3139299.815682114
19037,4535.254896601294,0.15646946461369146,0.15624621370910827,5163.505454385056,E-commerce,3141884.5080155064
16303,2984.066170051009,0.1726660383166601,0.1487295577150867,7024.667864386758,E-commerce,3146383.017847194
55611,13205.47386365227,0.1363891766832896,0.15890901460649065,10756.212746235256,E-commerce,3323826.8252238557
21878,5314.9621747264355,0.1763377453590871,0.1327072004343122,9388.285803713166,Fintech,3207643.7329376354
12979,2387.778250876389,0.1562979907817641,0.1421710502536376,10565.465371047387,Healthcare,3134855.708198222
33232,6950.12926633978,0.09264402690487378,0.2196453257400633,11413.988204571051,Healthcare,3105595.590202036
11963,2602.702850831891,0.14150598419684243,0.15622413010329117,5166.350021572748,Healthcare,3093921.214028315
24451,4799.548555716211,0.13701270619354913,0.1985522545865451,7609.488099149446,Healthcare,3120903.522589992
8268,1787.276990288038,0.04804640920294874,0.24722840773962898,4435.346075365305,Fintech,2920450.423939127
11337,2743.7456537680214,0.11402196974910901,0.1944913513964737,3145.663125946937,SaaS,3042522.538253939
24304,5849.631947195922,0.19950005649609162,0.06448931217884293,9681.804922296495,Gaming,3290813.934602082
31864,7831.808259099186,0.12635590103748096,0.1974642288013064,4557.325837665432,E-commerce,3161940.3167387294
23997,5132.662798245168,0.13523606131506938,0.14127802288649288,6832.119032608974,Fintech,3154367.4463121463
20788,4339.2805961139,0.07459775641789337,0.2124766454031264,7527.546338826113,Healthcare,3024834.2555091977
18947,4293.48772650442,0.10042129239990849,0.17481780944492406,9054.684847279175,SaaS,3081519.574374013
10516,2199.6657963836733,0.1594450976739987,0.11205861997564023,7560.236972190289,Fintech,3140383.3783007213
15368,2811.3623185938827,0.12862646384750528,0.19081500348577227,6530.829920287251,Healthcare,3069604.295415296
17495,4030.7518064005476,0.10827353623654346,0.17591866473311712,5229.33704330323,Gaming,3080011.522070193
37367,7461.026885374069,0.1708529211902376,0.09996295711142592,2609.7585889125853,SaaS,3270033.242717934
26155,4797.767843964386,0.11631867683203667,0.15328829063847269,3386.9430737754396,E-commerce,3127687.644921318
9122,1655.1273822054893,0.10656109313918702,0.21560455734985334,5444.435066805806,E-commerce,3006210.126965916
25901,6350.803175219478,0.1386895598771374,0.15404982963135205,8927.57571282668,E-commerce,3164232.7441495424
18168,3590.8201847533082,0.1167662101768851,0.18224122268013826,4885.85753677538,SaaS,3073099.652172055
15701,3318.4525655263233,0.11792089171333488,0.20052012606899078,6519.532770469925,Gaming,3056898.7759150313
29906,7373.035758027522,0.1337059844876774,0.17812343418298357,7497.38706049937,SaaS,3173636.148698975
36882,7845.767284797349,0.11285894369376052,0.1909913839168711,7635.800472166864,SaaS,3158591.141684103
35088,6508.917076072385,0.08302586390478565,0.24239060029922113,7403.60071492751,E-commerce,3058515.5054352344
14478,3165.4051064425994,0.15975626013054484,0.1145092246244141,7196.754787292783,SaaS,3158270.3181633875
18871,3513.2877752532163,0.16685275349051698,0.12699436619948176,5532.0045092398905,Healthcare,3173243.104240211
25994,4851.940001730919,0.12991299133509604,0.18823456089142043,7560.65334342278,Fintech,3120228.372374553
35874,8595.53219819126,0.15125833428208457,0.18564039706012286,8575.440617844723,Healthcare,3215652.297295616
17333,3471.09805277969,0.13055160238059973,0.20855050031960518,3963.559452593874,Healthcare,3071212.0753782247
20073,4566.746284879985,0.08299521585175333,0.19308049783986336,9201.52393843901,E-commerce,3062313.2317781444
12667,2731.318118892571,0.17076767238191212,0.13072118136439284,9031.941698813927,E-commerce,3152783.145503266
12111,2368.461899002366,0.14116823674089904,0.16868095547350956,2444.645056410155,E-commerce,3074470.830252727
33066,7150.437219668687,0.13854110462684946,0.15818839133908366,6961.032877945878,Fintech,3190313.1173991514
43395,8020.678214325884,0.12582685415155417,0.18807335946873846,8252.168694527958,E-commerce,3182869.9601699864
21247,4340.865455421279,0.13427890116979893,0.210911373528932,7164.338901690911,E-commerce,3088558.0288300626
36379,7879.638132101431,0.13667067776661831,0.1453309809438445,12001.368278555328,Gaming,3217180.751503046
26392,5172.5048359529565,0.1420749629695928,0.13283118876018005,7870.551685743991,SaaS,3180731.020427782
15953,3608.778686854827,0.18019198321823643,0.13254781468178933,3737.488324204439,SaaS,3166882.4488156084
26388,4845.544909280549,0.1503847575209028,0.14032380373384307,3855.1730385553697,E-commerce,3164342.699295841
47525,10167.341327741107,0.16231584981896616,0.1512048815465753,11764.579683117954,Gaming,3304907.4290819615
21635,4977.125360973706,0.18474981452113545,0.11913599232106674,7488.33770298965,Gaming,3210791.481633291
48161,10118.4442501792,0.07837061524528925,0.21790350169607633,8976.430652024654,SaaS,3171465.4086392
5943,1433.5766946368315,0.18542656723570286,0.10076242756231785,6418.526156700705,SaaS,3154992.554105105
33221,7449.92534699173,0.15352915853652516,0.14839837881132706,7915.716725578732,Fintech,3222486.2588913892
23006,5684.656161879313,0.15352788533296746,0.13865147122819105,6925.135357355279,Gaming,3179473.3340840456
18967,3791.2856896032117,0.17051566104306104,0.1518105242852309,7878.748328577843,Fintech,3155662.995439777
23060,5666.193737865732,0.13090553875790067,0.17118515645017565,6460.544782124794,E-commerce,3137063.2229368147
8153,1813.859720273666,0.16413524858975373,0.11037387699662785,5774.6483375697235,E-commerce,3135758.2395619755
19735,4581.7273903183495,0.108724025901347,0.2192668402696893,6031.778759737727,Fintech,3066303.363978809
26332,6402.659457379163,0.09490578236827743,0.20234310182980358,3895.2122542386187,Fintech,3089278.2566612717
46117,10080.429250303316,0.14365108512146813,0.19805292019781015,9825.259686802114,E-commerce,3210243.8848520066
16998,4085.5144371092288,0.1396967322322191,0.15490684995076165,7281.19345520444,SaaS,3130665.434612255
14702,3203.841988407651,0.14280362466646657,0.14122082222836782,5414.703986454903,E-commerce,3119675.0111884912
17139,3803.8969294302287,0.11778315511658657,0.17624022581058205,6373.101211919286,SaaS,3084365.8846380627
34811,7350.582849479162,0.1449027081053872,0.15307799018221677,4349.201758645035,SaaS,3204254.4001836907
25961,4937.6445711024635,0.12465655578545745,0.17020461168220333,7491.560878847353,E-commerce,3127784.5604603747
16900,3696.794325051709,0.1404312875436421,0.14691475733061457,3184.563037860332,Healthcare,3124112.329854105
28470,7072.556578097473,0.12163301609974202,0.16925382036848555,6559.796964359804,Gaming,3168387.6761746397
23121,5435.81691851283,0.11475820615667472,0.21824598218842872,5295.339175056495,Healthcare,3073098.803721145
35750,8305.614958095473,0.126502946737931,0.16846025946603088,6812.687946356161,Healthcare,3183521.431508966
15505,3489.1152090426035,0.17807025193010528,0.16484394528180346,6813.798943200376,E-commerce,3143923.3811333557
18697,3820.7993927733705,0.12677028470901947,0.19412172308225084,8434.89838776351,Fintech,3090431.367383694
18105,3473.861816722173,0.1374467590447817,0.16129247831360524,7594.927780029539,SaaS,3118253.3560225284
10596,2073.834413970416,0.13692321834156113,0.1762395888102684,3102.8241311118527,SaaS,3062908.746555469
25541,4608.683074230617,0.11853656739740817,0.1708596217265422,11564.5820846134,Fintech,3118011.4605549634
25097,5700.623668630021,0.17474176541838682,0.1465856467098464,7381.399244643102,SaaS,3198738.4820553777
22082,5229.711617363022,0.09847257063417023,0.2281177167686909,8686.277993319787,E-commerce,3066255.0785148116
19588,3894.5604883087317,0.13796708208848935,0.17396303018357576,9270.542713520821,Fintech,3118099.2239143066
10854,2023.5060966417248,0.11944631735529875,0.17043813093153248,5697.009647135631,E-commerce,3058821.2684263997
17848,3632.0839694539914,0.15838657498051045,0.153516082443788,5073.2845032966225,Healthcare,3136895.3441806124
18557,3719.6316265003597,0.14504430012224392,0.14104022400886887,8116.741249981417,Gaming,3145056.943898972
14747,3119.895158467245,0.1783377706152119,0.09395315622219634,8175.391959295287,Fintech,3185458.868629426
20319,4033.0602749224036,0.16221154705990826,0.14300603633372397,7775.48777816652,Fintech,3174676.84787994
26957,5493.332217659016,0.1394130924920031,0.12798798945066087,9498.73696469041,E-commerce,3183013.4606033554
56562,13774.477940068631,0.14498018929378725,0.14671397080694248,12284.244817877385,Gaming,3351249.592918095
24035,4889.643739469118,0.1634507801621618,0.1439085856472899,9391.841615141926,Healthcare,3174452.9276634
25053,5887.110853730687,0.11051078192763861,0.22077103102583104,8948.009075408318,Gaming,3096920.757458315
21221,4749.437186672428,0.16293272071570924,0.12428153737785497,3775.594911005976,E-commerce,3178576.920942965
8438,1718.2101629666272,0.15483774501135605,0.12491468611863074,6805.995488425348,Healthcare,3115281.1802972746
21736,5156.761208236199,0.15417380944381043,0.16160780074249775,6607.487299610424,SaaS,3153702.2075585765
22699,5031.354219263593,0.12679711404476873,0.1775518443249515,1751.504535976245,Healthcare,3116720.6944968505
75479,13631.757305830619,0.0878721596392571,0.21362282257510687,10287.371330476613,SaaS,3256234.2994432
20006,3697.32834804602,0.10929980179942034,0.16094962387875378,6830.254899676804,E-commerce,3094686.354670199
25610,5959.056938230172,0.035368235650395666,0.25,5595.528187217438,E-commerce,2997335.098234028
21647,4573.07909428055,0.1182525970136317,0.13954889612063165,5184.414100977314,Healthcare,3126432.587255199
12279,2558.7661122373256,0.2,0.10390289210049589,3893.8274756678215,Gaming,3185824.290520065
39003,7418.678836563237,0.15581276699678331,0.16870731173583722,7105.287870656952,Fintech,3222532.8855905654
32079,6127.483622297851,0.14404225929573192,0.158243652803078,4228.184526127765,E-commerce,3195687.4720348683
32712,7714.8854703275965,0.16301354384167724,0.13205479252426822,5607.778353112073,Gaming,3240195.991586712
13978,3327.2001048959255,0.13544012698686325,0.1438165079910401,8517.939793775056,Healthcare,3122100.9985215627
44417,9736.21429932853,0.11676508734523637,0.17180185840887974,10521.897484528798,Gaming,3214811.9991896395
10927,2192.600310442272,0.13600927164137452,0.2078518699694032,3556.0131470824863,Gaming,3044286.2593552917
29537,7245.102881534239,0.1136375837567843,0.17540334823819498,8102.446622077785,Gaming,3154390.1434903787
65856,14730.496705496715,0.09854477405202097,0.2105687863508446,8668.801923811727,SaaS,3259004.6306336634
13423,3164.6729018580945,0.14303519566797512,0.14029148244083428,7051.515590675644,SaaS,3123646.8834729292
16594,2990.733374548385,0.14390999328238108,0.15003990728502697,8401.469486982936,Gaming,3120660.5306870556
23151,4896.954435590583,0.17859171359566597,0.08883222625306073,10643.08046944999,E-commerce,3233996.6286404375
17124,4126.309250790005,0.17245924771697468,0.12654854463826887,5165.748913268076,E-commerce,3174420.1900275997
10144,2066.0926897578906,0.10052850631343666,0.1922344134478119,6088.6511389109955,SaaS,3023146.6778905774
22794,5262.190526793874,0.1301445302531957,0.19685393459161896,5871.144749837751,E-commerce,3117272.1348155867
12949,2926.9561917413585,0.110570002971283,0.17252934609684015,6868.858594734193,Healthcare,3063600.607705214
27911,5321.379677632039,0.05825415412812933,0.23317479415717313,7679.699098406029,Gaming,3032725.8318457296
13908,3257.8553700617986,0.14589231678703543,0.17219773108239622,4366.857217507526,Gaming,3103262.284858192
47808,8982.0176553892,0.144199438189101,0.1551324742972252,11374.976593587118,Fintech,3261758.504491219
14888,3438.4429548834137,0.14494092925458132,0.15178648998183245,4254.171263233281,SaaS,3111613.960255188
18750,4675.645942022561,0.15404074886176855,0.14249351712980143,5991.361216087829,Healthcare,3160506.8514049207
33082,8173.195920903772,0.12396146052200321,0.15623285094051867,8553.734658463658,SaaS,3183159.0885422244
11903,2809.309422732527,0.11341218321180395,0.177923570344413,4454.9625876163545,E-commerce,3047029.4679591674
24679,5365.614885879538,0.1270563024427645,0.17454485889410298,5455.446114800832,Healthcare,3129389.6634008656
42343,9621.92679097843,0.1705889534903087,0.10616317711639858,10141.170389008252,E-commerce,3319675.5140879946
9860,2277.340411015493,0.15647085678307193,0.12227110506812332,7825.198015832567,SaaS,3129653.4601702406
24156,4362.286305432559,0.09269750845849581,0.23162007951921423,10756.383861402766,E-commerce,3058280.017596042
25082,4694.488468775944,0.14177383206733668,0.1682405828809763,8710.356003232435,E-commerce,3136950.7070045737
32562,7222.060762112635,0.172468340982713,0.13357138557342385,5636.857490419103,SaaS,3246168.974923916
11867,2141.4881771513133,0.16710198589538364,0.12202327174936395,2837.8604075114054,E-commerce,3136200.686024243
11381,2772.677864801722,0.18310111520967742,0.12131562808288948,2986.3667608034175,Healthcare,3157856.9244731423
28594,6127.019093537051,0.09151760643537858,0.16041867085821285,4948.457715111224,Gaming,3121869.677996557
25552,5060.412502110345,0.1414180199936731,0.13443964328656047,8934.941090886734,E-commerce,3174038.9079923336
24965,5181.922184930284,0.12748048641534257,0.18502444986493205,8537.599089089266,Healthcare,3128257.95566828
26192,6274.4075023238065,0.15518422962524095,0.13131802938961745,5748.05004084022,Fintech,3202429.819821592
15677,3839.352187740003,0.11694596495112694,0.1788571029551728,6956.282019902099,Gaming,3082592.187670289
24738,4654.119466293356,0.11204105819130869,0.19512932694448673,9119.070025984809,E-commerce,3095651.6275778594
25502,5979.128646099458,0.13757664076306067,0.14737759243459272,9879.552722100938,E-commerce,3169622.0362617606
15410,3397.5335924201713,0.1148960254785202,0.17271098018951167,8612.282491236065,E-commerce,3077111.359900877
55987,12372.298002535314,0.1307106550171355,0.1621074524759045,7903.882493687544,SaaS,3300135.9614539207
27914,6547.553857142007,0.07532789213301844,0.22769855939969091,7953.254501737366,Healthcare,3055909.628566213
12141,2374.7690139587817,0.17940150364170665,0.08799528216813257,5773.713252568692,SaaS,3184732.2134228647
30585,6642.240724185987,0.05165488530367733,0.25,7054.579897838379,SaaS,3034676.71371279
